Signal_ID,Date,Signal_Type,Signal_Strength,Confidence_Score,Entry_Price,Exit_Price,Predicted_Price,Target_Price,Stop_Loss_Price,Actual_Gain_Loss_Pct,Actual_Gain_Loss_Amount,Max_Gain_During_Period,Max_Loss_During_Period,Volatility_During_Period,Prediction_Accuracy,Target_Hit,Stop_Loss_Hit,Exit_Reason,Planned_Duration_Days,Actual_Duration_Days,Annualized_Return_Pct,Risk_Reward_Ratio,Portfolio_Value_After_Trade,Predicted_Trend,Actual_Trend,Trade_Success,High_Confidence
SIG_0112,Day_111,SELL,Strong,27.15,66.98,32.77,3177.95,73.68,64.97,-51.07,0.0,0.0,-51.07,51.07,Correct,No,Yes,Stop_Loss,1,1,-18642.36,3.33,318582.93,Bearish,Bearish,Loss,Yes
SIG_0113,Day_112,BUY,Strong,47.56,32.77,31.92,4689.38,36.05,31.79,-2.59,-826.35,0.0,-2.59,2.59,Incorrect,No,No,Target_Duration,1,1,-946.75,3.33,317756.58,Bullish,Bearish,Loss,Yes
SIG_0114,Day_113,SELL,Strong,3.54,31.92,65.04,4523.29,35.11,30.96,103.76,0.0,103.76,0.0,103.76,Incorrect,Yes,No,Target_Hit,1,1,37872.18,3.33,317756.58,Bearish,Bullish,Profitable,Yes
SIG_0115,Day_114,SELL,Strong,30.74,65.04,65.82,3132.61,71.54,63.09,1.2,0.0,1.2,0.0,1.2,Incorrect,No,No,Target_Duration,1,1,437.73,3.33,317756.58,Bearish,Bullish,Profitable,Yes
SIG_0116,Day_115,SELL,Strong,7.23,65.82,32.79,2906.28,72.4,63.85,-50.18,0.0,0.0,-50.18,50.18,Correct,No,Yes,Stop_Loss,1,1,-18316.55,3.33,317756.58,Bearish,Bearish,Loss,Yes
SIG_0117,Day_116,BUY,Strong,43.14,32.79,33.15,4160.1,36.07,31.81,1.1,348.86,1.1,0.0,1.1,Correct,No,No,Target_Duration,1,1,400.73,3.33,318105.45,Bullish,Bullish,Profitable,Yes
SIG_0118,Day_117,BUY,Strong,2.18,33.15,67.15,4250.9,36.47,32.16,102.56,32626.2,102.56,0.0,102.56,Correct,Yes,No,Target_Hit,1,1,37435.9,3.33,350731.65,Bullish,Bullish,Profitable,Yes
SIG_0119,Day_118,SELL,Strong,30.37,67.15,35.34,2960.02,73.87,65.14,-47.37,0.0,0.0,-47.37,47.37,Correct,No,Yes,Stop_Loss,1,1,-17290.62,3.33,350731.65,Bearish,Bearish,Loss,Yes
SIG_0120,Day_119,BUY,Strong,39.22,35.34,69.82,4120.97,38.87,34.28,97.57,34219.66,97.57,0.0,97.57,Correct,Yes,No,Target_Hit,1,1,35611.77,3.33,384951.3,Bullish,Bullish,Profitable,Yes
SIG_0121,Day_120,SELL,Strong,32.34,69.82,34.3,2788.05,76.8,67.73,-50.87,0.0,0.0,-50.87,50.87,Correct,No,Yes,Stop_Loss,1,1,-18568.89,3.33,384951.3,Bearish,Bearish,Loss,Yes
SIG_0122,Day_121,BUY,Strong,46.34,34.3,68.58,4080.01,37.73,33.27,99.94,38472.68,99.94,0.0,99.94,Correct,Yes,No,Target_Hit,1,1,36478.72,3.33,423423.99,Bullish,Bullish,Profitable,Yes
SIG_0123,Day_122,SELL,Strong,31.72,68.58,34.13,2786.02,75.44,66.52,-50.23,0.0,0.0,-50.23,50.23,Correct,No,Yes,Stop_Loss,1,1,-18335.16,3.33,423423.99,Bearish,Bearish,Loss,Yes
SIG_0124,Day_123,BUY,Strong,2.4,34.13,67.36,2852.9,37.54,33.11,97.36,41225.84,97.36,0.0,97.36,Correct,Yes,No,Target_Hit,1,1,35537.5,3.33,464649.83,Bullish,Bullish,Profitable,Yes
SIG_0125,Day_124,BUY,Strong,46.43,67.36,67.43,4177.53,74.1,65.34,0.1,48.29,0.1,0.0,0.1,Correct,No,No,Target_Duration,1,1,37.93,3.33,464698.11,Bullish,Bullish,Profitable,Yes
SIG_0126,Day_125,SELL,Strong,28.05,67.43,33.35,3005.93,74.17,65.41,-50.54,0.0,0.0,-50.54,50.54,Correct,No,Yes,Stop_Loss,1,1,-18447.58,3.33,464698.11,Bearish,Bearish,Loss,Yes
SIG_0127,Day_126,BUY,Strong,48.68,33.35,31.29,4469.35,36.68,32.35,-6.18,-2870.4,0.0,-6.18,6.18,Incorrect,No,Yes,Stop_Loss,1,1,-2254.57,3.33,461827.71,Bullish,Bearish,Loss,Yes
SIG_0128,Day_127,SELL,Strong,32.78,31.29,64.49,3004.15,34.42,30.35,106.1,0.0,106.1,0.0,106.1,Incorrect,Yes,No,Target_Hit,1,1,38728.03,3.33,461827.71,Bearish,Bullish,Profitable,Yes
SIG_0129,Day_128,BUY,Strong,44.89,64.49,31.52,4352.72,70.94,62.56,-51.12,-23610.57,0.0,-51.12,51.12,Incorrect,No,Yes,Stop_Loss,1,1,-18660.33,3.33,438217.14,Bullish,Bearish,Loss,Yes
SIG_0130,Day_129,SELL,Medium,1.98,31.52,64.65,4266.63,34.67,30.57,105.11,0.0,105.11,0.0,105.11,Incorrect,Yes,No,Target_Hit,1,1,38364.37,3.33,438217.14,Bearish,Bullish,Profitable,No
SIG_0131,Day_130,SELL,Strong,31.16,64.65,31.32,2937.19,71.12,62.71,-51.55,0.0,0.0,-51.55,51.55,Correct,No,Yes,Stop_Loss,1,1,-18817.4,3.33,438217.14,Bearish,Bearish,Loss,Yes
SIG_0132,Day_131,SELL,Strong,5.7,31.32,64.68,2769.81,34.45,30.38,106.51,0.0,106.51,0.0,106.51,Incorrect,Yes,No,Target_Hit,1,1,38877.39,3.33,438217.14,Bearish,Bullish,Profitable,Yes
SIG_0133,Day_132,BUY,Strong,43.41,64.68,31.7,3972.19,71.15,62.74,-50.99,-22344.47,0.0,-50.99,50.99,Incorrect,No,Yes,Stop_Loss,1,1,-18611.16,3.33,415872.67,Bullish,Bearish,Loss,Yes
SIG_0134,Day_133,SELL,Strong,25.84,31.7,65.57,2945.66,34.87,30.75,106.85,0.0,106.85,0.0,106.85,Incorrect,Yes,No,Target_Hit,1,1,38998.58,3.33,415872.67,Bearish,Bullish,Profitable,Yes
SIG_0135,Day_134,BUY,Strong,43.59,65.57,30.73,4229.76,72.13,63.6,-53.13,-22097.0,0.0,-53.13,53.13,Incorrect,No,Yes,Stop_Loss,1,1,-19393.93,3.33,393775.67,Bullish,Bearish,Loss,Yes
SIG_0136,Day_135,SELL,Strong,2.37,30.73,63.74,4129.31,33.8,29.81,107.42,0.0,107.42,0.0,107.42,Incorrect,Yes,No,Target_Hit,1,1,39208.1,3.33,393775.67,Bearish,Bullish,Profitable,Yes
SIG_0137,Day_136,SELL,Strong,32.74,63.74,65.55,2777.46,70.11,61.83,2.84,0.0,2.84,0.0,2.84,Incorrect,No,No,Target_Duration,1,1,1036.48,3.33,393775.67,Bearish,Bullish,Profitable,Yes
SIG_0138,Day_137,BUY,Strong,34.16,65.55,31.58,3726.13,72.1,63.58,-51.82,-20406.65,0.0,-51.82,51.82,Incorrect,No,Yes,Stop_Loss,1,1,-18915.41,3.33,373369.02,Bullish,Bearish,Loss,Yes
SIG_0139,Day_138,SELL,Strong,31.41,31.58,68.91,2555.66,34.74,30.63,118.21,0.0,118.21,0.0,118.21,Incorrect,Yes,No,Target_Hit,1,1,43145.82,3.33,373369.02,Bearish,Bullish,Profitable,Yes
SIG_0140,Day_139,SELL,Weak,0.35,68.91,33.13,2546.79,75.8,66.84,-51.92,0.0,0.0,-51.92,51.92,Correct,No,Yes,Stop_Loss,1,1,-18951.82,3.33,373369.02,Bearish,Bearish,Loss,No
SIG_0141,Day_140,BUY,Strong,47.26,33.13,70.96,3750.29,36.44,32.14,114.19,42633.72,114.19,0.0,114.19,Correct,Yes,No,Target_Hit,1,1,41678.09,3.33,416002.74,Bullish,Bullish,Profitable,Yes
SIG_0142,Day_141,BUY,Strong,6.07,70.96,34.0,3978.1,78.06,68.83,-52.09,-21667.79,0.0,-52.09,52.09,Incorrect,No,Yes,Stop_Loss,1,1,-19011.27,3.33,394334.95,Bullish,Bearish,Loss,Yes
SIG_0143,Day_142,SELL,Strong,29.4,34.0,34.65,2808.47,37.4,32.98,1.91,0.0,1.91,0.0,1.91,Incorrect,No,No,Target_Duration,1,1,697.79,3.33,394334.95,Bearish,Bullish,Profitable,Yes
SIG_0144,Day_143,BUY,Strong,37.11,34.65,72.81,3850.82,38.12,33.61,110.13,43428.06,110.13,0.0,110.13,Correct,Yes,No,Target_Hit,1,1,40197.4,3.33,437763.01,Bullish,Bullish,Profitable,Yes
SIG_0145,Day_144,SELL,Strong,30.63,72.81,71.17,2671.37,80.09,70.63,-2.25,0.0,0.0,-2.25,2.25,Correct,No,No,Target_Duration,1,1,-822.14,3.33,437763.01,Bearish,Bearish,Loss,Yes
SIG_0146,Day_145,BUY,Strong,2.5,71.17,33.68,2738.24,78.29,69.03,-52.68,-23059.91,0.0,-52.68,52.68,Incorrect,No,Yes,Stop_Loss,1,1,-19226.99,3.33,414703.1,Bullish,Bearish,Loss,Yes
SIG_0147,Day_146,BUY,Strong,44.27,33.68,33.9,3950.41,37.05,32.67,0.65,270.89,0.65,0.0,0.65,Correct,No,No,Target_Duration,1,1,238.42,3.33,414973.99,Bullish,Bullish,Profitable,Yes
SIG_0148,Day_147,BUY,Strong,4.45,33.9,72.23,4126.27,37.29,32.88,113.07,46920.22,113.07,0.0,113.07,Correct,Yes,No,Target_Hit,1,1,41269.76,3.33,461894.2,Bullish,Bullish,Profitable,Yes
SIG_0149,Day_148,SELL,Strong,28.72,72.23,73.16,2941.37,79.45,70.06,1.29,0.0,1.29,0.0,1.29,Incorrect,No,No,Target_Duration,1,1,469.96,3.33,461894.2,Bearish,Bullish,Profitable,Yes
SIG_0150,Day_149,SELL,Strong,4.2,73.16,33.92,2817.97,80.48,70.97,-53.64,0.0,0.0,-53.64,53.64,Correct,No,Yes,Stop_Loss,1,1,-19577.09,3.33,461894.2,Bearish,Bearish,Loss,Yes
SIG_0151,Day_150,BUY,Strong,41.7,33.92,33.87,3992.99,37.31,32.9,-0.15,-68.09,0.0,-0.15,0.15,Incorrect,No,No,Target_Duration,1,1,-53.8,3.33,461826.12,Bullish,Bearish,Loss,Yes
SIG_0152,Day_151,BUY,Strong,2.39,33.87,72.02,4088.46,37.26,32.85,112.64,52018.5,112.64,0.0,112.64,Correct,Yes,No,Target_Hit,1,1,41112.34,3.33,513844.62,Bullish,Bullish,Profitable,Yes
SIG_0153,Day_152,SELL,Strong,30.15,72.02,72.93,2855.83,79.22,69.86,1.26,0.0,1.26,0.0,1.26,Incorrect,No,No,Target_Duration,1,1,461.19,3.33,513844.62,Bearish,Bullish,Profitable,Yes
SIG_0154,Day_153,SELL,Strong,3.03,72.93,34.9,2769.28,80.22,70.74,-52.15,0.0,0.0,-52.15,52.15,Correct,No,Yes,Stop_Loss,1,1,-19033.25,3.33,513844.62,Bearish,Bearish,Loss,Yes
SIG_0155,Day_154,BUY,Strong,40.41,34.9,75.35,3888.32,38.39,33.85,115.9,59555.92,115.9,0.0,115.9,Correct,Yes,No,Target_Hit,1,1,42304.44,3.33,573400.53,Bullish,Bullish,Profitable,Yes
SIG_0156,Day_155,SELL,Strong,24.0,75.35,37.72,2954.94,82.88,73.09,-49.94,0.0,0.0,-49.94,49.94,Correct,No,Yes,Stop_Loss,1,1,-18228.2,3.33,573400.53,Bearish,Bearish,Loss,Yes
SIG_0157,Day_156,BUY,Strong,40.87,37.72,76.61,4162.76,41.49,36.59,103.1,59118.63,103.1,0.0,103.1,Correct,Yes,No,Target_Hit,1,1,37632.16,3.33,632519.16,Bullish,Bullish,Profitable,Yes
SIG_0158,Day_157,SELL,Strong,29.92,76.61,37.32,2917.42,84.27,74.31,-51.29,0.0,0.0,-51.29,51.29,Correct,No,Yes,Stop_Loss,1,1,-18719.29,3.33,632519.16,Bearish,Bearish,Loss,Yes
SIG_0159,Day_158,BUY,Strong,37.69,37.32,74.41,4017.01,41.05,36.2,99.38,62862.1,99.38,0.0,99.38,Correct,Yes,No,Target_Hit,1,1,36275.05,3.33,695381.26,Bullish,Bullish,Profitable,Yes
SIG_0160,Day_159,SELL,Medium,1.31,74.41,37.52,3964.32,81.85,72.18,-49.58,0.0,0.0,-49.58,49.58,Correct,No,Yes,Stop_Loss,1,1,-18095.48,3.33,695381.26,Bearish,Bearish,Loss,No
SIG_0161,Day_160,SELL,Strong,31.97,37.52,71.93,2696.91,41.27,36.39,91.71,0.0,91.71,0.0,91.71,Incorrect,Yes,No,Target_Hit,1,1,33474.55,3.33,695381.26,Bearish,Bullish,Profitable,Yes
SIG_0162,Day_161,SELL,Strong,6.54,71.93,36.46,2520.64,79.12,69.77,-49.31,0.0,0.0,-49.31,49.31,Correct,No,Yes,Stop_Loss,1,1,-17998.82,3.33,695381.26,Bearish,Bearish,Loss,Yes
SIG_0163,Day_162,BUY,Strong,38.37,36.46,40.17,3487.82,40.11,35.37,10.18,7075.88,10.18,0.0,10.18,Correct,Yes,No,Target_Hit,1,1,3714.07,3.33,702457.14,Bullish,Bullish,Profitable,Yes
SIG_0164,Day_163,BUY,Strong,4.89,40.17,80.1,3658.26,44.19,38.96,99.4,69826.02,99.4,0.0,99.4,Correct,Yes,No,Target_Hit,1,1,36281.93,3.33,772283.16,Bullish,Bullish,Profitable,Yes
SIG_0165,Day_164,SELL,Strong,27.44,80.1,76.58,2654.31,88.11,77.7,-4.39,0.0,0.0,-4.39,4.39,Correct,No,Yes,Stop_Loss,1,1,-1604.0,3.33,772283.16,Bearish,Bearish,Loss,Yes
SIG_0166,Day_165,BUY,Strong,29.0,76.58,38.1,3424.06,84.24,74.28,-50.25,-38805.77,0.0,-50.25,50.25,Incorrect,No,Yes,Stop_Loss,1,1,-18340.56,3.33,733477.4,Bullish,Bearish,Loss,Yes
SIG_0167,Day_166,SELL,Strong,26.32,38.1,38.74,2522.93,41.91,36.96,1.68,0.0,1.68,0.0,1.68,Incorrect,No,No,Target_Duration,1,1,613.12,3.33,733477.4,Bearish,Bullish,Profitable,Yes
SIG_0168,Day_167,BUY,Strong,29.57,38.74,77.14,3268.97,42.61,37.58,99.12,72704.01,99.12,0.0,99.12,Correct,Yes,No,Target_Hit,1,1,36179.66,3.33,806181.4,Bullish,Bullish,Profitable,Yes
SIG_0169,Day_168,SELL,Strong,31.54,77.14,39.07,2237.84,84.85,74.83,-49.35,0.0,0.0,-49.35,49.35,Correct,No,Yes,Stop_Loss,1,1,-18013.42,3.33,806181.4,Bearish,Bearish,Loss,Yes
SIG_0170,Day_169,SELL,Strong,6.05,39.07,77.4,2102.49,42.98,37.9,98.11,0.0,98.11,0.0,98.11,Incorrect,Yes,No,Target_Hit,1,1,35808.68,3.33,806181.4,Bearish,Bullish,Profitable,Yes
SIG_0171,Day_170,BUY,Strong,63.01,77.4,38.39,3427.32,85.14,75.08,-50.4,-40631.96,0.0,-50.4,50.4,Incorrect,No,Yes,Stop_Loss,1,1,-18396.19,3.33,765549.44,Bullish,Bearish,Loss,Yes
SIG_0172,Day_171,SELL,Strong,30.97,38.39,74.65,2365.88,42.23,37.24,94.45,0.0,94.45,0.0,94.45,Incorrect,Yes,No,Target_Hit,1,1,34474.86,3.33,765549.44,Bearish,Bullish,Profitable,Yes
SIG_0173,Day_172,BUY,Strong,64.09,74.65,72.97,3882.09,82.12,72.41,-2.25,-1722.87,0.0,-2.25,2.25,Incorrect,No,No,Target_Duration,1,1,-821.43,3.33,763826.57,Bullish,Bearish,Loss,Yes
SIG_0174,Day_173,BUY,Strong,3.74,72.97,37.01,4027.25,80.27,70.78,-49.28,-37641.78,0.0,-49.28,49.28,Incorrect,No,Yes,Stop_Loss,1,1,-17987.39,3.33,726184.8,Bullish,Bearish,Loss,Yes
SIG_0175,Day_174,SELL,Strong,32.7,37.01,71.83,2710.14,40.71,35.9,94.08,0.0,94.08,0.0,94.08,Incorrect,Yes,No,Target_Hit,1,1,34340.18,3.33,726184.8,Bearish,Bullish,Profitable,Yes
SIG_0176,Day_175,SELL,Strong,5.99,71.83,36.52,2547.9,79.01,69.68,-49.16,0.0,0.0,-49.16,49.16,Correct,No,Yes,Stop_Loss,1,1,-17942.57,3.33,726184.8,Bearish,Bearish,Loss,Yes
SIG_0177,Day_176,BUY,Strong,52.03,36.52,68.94,3873.51,40.17,35.42,88.77,64465.8,88.77,0.0,88.77,Correct,Yes,No,Target_Hit,1,1,32402.25,3.33,790650.6,Bullish,Bullish,Profitable,Yes
SIG_0178,Day_177,BUY,Strong,4.41,68.94,35.56,4044.18,75.83,66.87,-48.42,-38282.44,0.0,-48.42,48.42,Incorrect,No,Yes,Stop_Loss,1,1,-17672.9,3.33,752368.15,Bullish,Bearish,Loss,Yes
SIG_0179,Day_178,SELL,Strong,33.26,35.56,35.03,2699.13,39.12,34.49,-1.49,0.0,0.0,-1.49,1.49,Correct,No,No,Target_Duration,1,1,-544.01,3.33,752368.15,Bearish,Bearish,Loss,Yes
SIG_0180,Day_179,BUY,Strong,41.5,35.03,67.45,3819.14,38.53,33.98,92.55,69631.1,92.55,0.0,92.55,Correct,Yes,No,Target_Hit,1,1,33780.47,3.33,821999.26,Bullish,Bullish,Profitable,Yes
SIG_0181,Day_180,SELL,Strong,35.21,67.45,67.03,2474.33,74.2,65.43,-0.62,0.0,0.0,-0.62,0.62,Correct,No,No,Target_Duration,1,1,-227.28,3.33,821999.26,Bearish,Bearish,Loss,Yes
SIG_0182,Day_181,BUY,Strong,59.04,67.03,35.84,3935.19,73.73,65.02,-46.53,-38248.78,0.0,-46.53,46.53,Incorrect,No,Yes,Stop_Loss,1,1,-16983.96,3.33,783750.48,Bullish,Bearish,Loss,Yes
SIG_0183,Day_182,SELL,Strong,33.91,35.84,68.11,2600.87,39.42,34.76,90.04,0.0,90.04,0.0,90.04,Incorrect,Yes,No,Target_Hit,1,1,32864.26,3.33,783750.48,Bearish,Bullish,Profitable,Yes
SIG_0184,Day_183,BUY,Strong,58.98,68.11,37.22,4134.84,74.92,66.07,-45.35,-35545.52,0.0,-45.35,45.35,Incorrect,No,Yes,Stop_Loss,1,1,-16553.88,3.33,748204.96,Bullish,Bearish,Loss,Yes
SIG_0185,Day_184,SELL,Strong,33.39,37.22,36.26,2754.32,40.94,36.1,-2.58,0.0,0.0,-2.58,2.58,Correct,No,No,Target_Duration,1,1,-941.43,3.33,748204.96,Bearish,Bearish,Loss,Yes
SIG_0186,Day_185,BUY,Strong,4.25,36.26,68.74,2871.36,39.89,35.17,89.58,67020.68,89.58,0.0,89.58,Correct,Yes,No,Target_Hit,1,1,32694.98,3.33,815225.64,Bullish,Bullish,Profitable,Yes
SIG_0187,Day_186,BUY,Strong,51.64,68.74,67.78,4354.19,75.61,66.68,-1.4,-1138.52,0.0,-1.4,1.4,Incorrect,No,No,Target_Duration,1,1,-509.75,3.33,814087.12,Bullish,Bearish,Loss,Yes
SIG_0188,Day_187,BUY,Strong,5.34,67.78,36.76,4586.68,74.56,65.75,-45.77,-37257.28,0.0,-45.77,45.77,Incorrect,No,Yes,Stop_Loss,1,1,-16704.49,3.33,776829.84,Bullish,Bearish,Loss,Yes
SIG_0189,Day_188,SELL,Strong,32.21,36.76,67.99,3109.15,40.44,35.66,84.96,0.0,84.96,0.0,84.96,Incorrect,Yes,No,Target_Hit,1,1,31009.11,3.33,776829.84,Bearish,Bullish,Profitable,Yes
SIG_0190,Day_189,BUY,Strong,38.17,67.99,36.16,4295.98,74.79,65.95,-46.82,-36367.84,0.0,-46.82,46.82,Incorrect,No,Yes,Stop_Loss,1,1,-17087.73,3.33,740462.0,Bullish,Bearish,Loss,Yes
SIG_0191,Day_190,SELL,Strong,34.79,36.16,69.61,2801.23,39.78,35.08,92.51,0.0,92.51,0.0,92.51,Incorrect,Yes,No,Target_Hit,1,1,33764.52,3.33,740462.0,Bearish,Bullish,Profitable,Yes
SIG_0192,Day_191,BUY,Strong,46.16,69.61,36.92,4094.31,76.57,67.52,-46.96,-34773.31,0.0,-46.96,46.96,Incorrect,No,Yes,Stop_Loss,1,1,-17141.0,3.33,705688.69,Bullish,Bearish,Loss,Yes
SIG_0193,Day_192,SELL,Strong,34.15,36.92,74.39,2696.24,40.61,35.81,101.49,0.0,101.49,0.0,101.49,Incorrect,Yes,No,Target_Hit,1,1,37043.74,3.33,705688.69,Bearish,Bullish,Profitable,Yes
SIG_0194,Day_193,BUY,Strong,48.98,74.39,38.28,4016.85,81.83,72.16,-48.54,-34255.17,0.0,-48.54,48.54,Incorrect,No,Yes,Stop_Loss,1,1,-17717.64,3.33,671433.52,Bullish,Bearish,Loss,Yes
SIG_0195,Day_194,SELL,Strong,34.26,38.28,37.41,2640.56,42.11,37.13,-2.27,0.0,0.0,-2.27,2.27,Correct,No,No,Target_Duration,1,1,-829.55,3.33,671433.52,Bearish,Bearish,Loss,Yes
SIG_0196,Day_195,BUY,Strong,53.94,37.41,73.15,4064.97,41.15,36.29,95.54,64146.04,95.54,0.0,95.54,Correct,Yes,No,Target_Hit,1,1,34870.62,3.33,735579.57,Bullish,Bullish,Profitable,Yes
SIG_0197,Day_196,SELL,Strong,33.18,73.15,35.79,2716.01,80.47,70.96,-51.07,0.0,0.0,-51.07,51.07,Correct,No,Yes,Stop_Loss,1,1,-18641.7,3.33,735579.57,Bearish,Bearish,Loss,Yes
SIG_0198,Day_197,SELL,Medium,1.07,35.79,71.31,2687.04,39.37,34.72,99.25,0.0,99.25,0.0,99.25,Incorrect,Yes,No,Target_Hit,1,1,36224.64,3.33,735579.57,Bearish,Bullish,Profitable,No
SIG_0199,Day_198,BUY,Strong,52.84,71.31,38.71,4106.82,78.44,69.17,-45.72,-33627.67,0.0,-45.72,45.72,Incorrect,No,Yes,Stop_Loss,1,1,-16686.3,3.33,701951.89,Bullish,Bearish,Loss,Yes
SIG_0200,Day_199,SELL,Strong,34.08,38.71,76.96,2707.38,42.58,37.55,98.81,0.0,98.81,0.0,98.81,Incorrect,Yes,No,Target_Hit,1,1,36066.26,3.33,701951.89,Bearish,Bullish,Profitable,Yes
SIG_0201,Day_200,BUY,Strong,59.6,76.96,77.84,4320.93,84.66,74.65,1.14,802.65,1.14,0.0,1.14,Correct,No,No,Target_Duration,1,1,417.36,3.33,702754.54,Bullish,Bullish,Profitable,Yes
SIG_0202,Day_201,SELL,Strong,37.46,77.84,37.95,2702.4,85.62,75.5,-51.25,0.0,0.0,-51.25,51.25,Correct,No,Yes,Stop_Loss,1,1,-18704.84,3.33,702754.54,Bearish,Bearish,Loss,Yes
SIG_0203,Day_202,BUY,Strong,60.87,37.95,74.53,4347.45,41.74,36.81,96.39,67738.5,96.39,0.0,96.39,Correct,Yes,No,Target_Hit,1,1,35182.35,3.33,770493.04,Bullish,Bullish,Profitable,Yes
SIG_0204,Day_203,SELL,Strong,2.39,74.53,37.11,4243.63,81.98,72.29,-50.21,0.0,0.0,-50.21,50.21,Correct,No,Yes,Stop_Loss,1,1,-18325.91,3.33,770493.04,Bearish,Bearish,Loss,Yes
SIG_0205,Day_204,SELL,Strong,36.97,37.11,73.93,2674.86,40.82,36.0,99.22,0.0,99.22,0.0,99.22,Incorrect,Yes,No,Target_Hit,1,1,36214.77,3.33,770493.04,Bearish,Bullish,Profitable,Yes
SIG_0206,Day_205,SELL,Strong,3.0,73.93,35.87,2594.65,81.32,71.71,-51.48,0.0,0.0,-51.48,51.48,Correct,No,Yes,Stop_Loss,1,1,-18790.61,3.33,770493.04,Bearish,Bearish,Loss,Yes
SIG_0207,Day_206,BUY,Strong,59.92,35.87,70.52,4149.39,39.46,34.79,96.6,74428.73,96.6,0.0,96.6,Correct,Yes,No,Target_Hit,1,1,35258.57,3.33,844921.77,Bullish,Bullish,Profitable,Yes
SIG_0208,Day_207,BUY,Strong,4.31,70.52,34.25,4328.22,77.57,68.4,-51.43,-43456.2,0.0,-51.43,51.43,Incorrect,No,Yes,Stop_Loss,1,1,-18772.76,3.33,801465.57,Bullish,Bearish,Loss,Yes
SIG_0209,Day_208,SELL,Strong,35.71,34.25,35.3,2782.42,37.68,33.22,3.07,0.0,3.07,0.0,3.07,Incorrect,No,No,Target_Duration,1,1,1118.98,3.33,801465.57,Bearish,Bullish,Profitable,Yes
SIG_0210,Day_209,SELL,Strong,4.35,35.3,73.25,2661.42,38.83,34.24,107.51,0.0,107.51,0.0,107.51,Incorrect,Yes,No,Target_Hit,1,1,39240.08,3.33,801465.57,Bearish,Bullish,Profitable,Yes
SIG_0211,Day_210,BUY,Strong,61.75,73.25,35.32,4304.78,80.58,71.05,-51.78,-41501.15,0.0,-51.78,51.78,Incorrect,No,Yes,Stop_Loss,1,1,-18900.27,3.33,759964.42,Bullish,Bearish,Loss,Yes
SIG_0212,Day_211,BUY,Strong,3.7,35.32,72.38,4463.96,38.85,34.26,104.93,79740.32,104.93,0.0,104.93,Correct,Yes,No,Target_Hit,1,1,38298.13,3.33,839704.74,Bullish,Bullish,Profitable,Yes
SIG_0213,Day_212,SELL,Strong,35.34,72.38,36.86,2886.58,79.62,70.21,-49.07,0.0,0.0,-49.07,49.07,Correct,No,Yes,Stop_Loss,1,1,-17912.13,3.33,839704.74,Bearish,Bearish,Loss,Yes
SIG_0214,Day_213,SELL,Strong,4.53,36.86,74.15,2755.95,40.55,35.75,101.17,0.0,101.17,0.0,101.17,Incorrect,Yes,No,Target_Hit,1,1,36925.8,3.33,839704.74,Bearish,Bullish,Profitable,Yes
SIG_0215,Day_214,BUY,Strong,57.46,74.15,76.24,4339.61,81.57,71.93,2.82,2366.8,2.82,0.0,2.82,Correct,No,No,Target_Duration,1,1,1028.79,3.33,842071.54,Bullish,Bullish,Profitable,Yes
SIG_0216,Day_215,SELL,Strong,36.63,76.24,37.31,2749.96,83.86,73.95,-51.06,0.0,0.0,-51.06,51.06,Correct,No,Yes,Stop_Loss,1,1,-18637.79,3.33,842071.54,Bearish,Bearish,Loss,Yes
SIG_0217,Day_216,BUY,Strong,67.35,37.31,81.46,4601.92,41.04,36.19,118.33,99644.76,118.33,0.0,118.33,Correct,Yes,No,Target_Hit,1,1,43191.5,3.33,941716.3,Bullish,Bullish,Profitable,Yes
SIG_0218,Day_217,SELL,Strong,39.02,81.46,40.16,2806.37,89.61,79.02,-50.7,0.0,0.0,-50.7,50.7,Correct,No,Yes,Stop_Loss,1,1,-18505.4,3.33,941716.3,Bearish,Bearish,Loss,Yes
SIG_0219,Day_218,BUY,Strong,69.82,40.16,78.53,4765.67,44.18,38.96,95.54,89974.24,95.54,0.0,95.54,Correct,Yes,No,Target_Hit,1,1,34873.13,3.33,1031690.54,Bullish,Bullish,Profitable,Yes
SIG_0220,Day_219,SELL,Strong,38.19,78.53,38.98,2945.62,86.38,76.17,-50.36,0.0,0.0,-50.36,50.36,Correct,No,Yes,Stop_Loss,1,1,-18382.47,3.33,1031690.54,Bearish,Bearish,Loss,Yes
SIG_0221,Day_220,BUY,Strong,63.46,38.98,36.88,4815.01,42.88,37.81,-5.39,-5558.11,0.0,-5.39,5.39,Incorrect,No,Yes,Stop_Loss,1,1,-1966.39,3.33,1026132.43,Bullish,Bearish,Loss,Yes
SIG_0222,Day_221,SELL,Strong,36.46,36.88,75.25,3059.69,40.57,35.77,104.04,0.0,104.04,0.0,104.04,Incorrect,Yes,No,Target_Hit,1,1,37974.65,3.33,1026132.43,Bearish,Bullish,Profitable,Yes
SIG_0223,Day_222,BUY,Strong,57.88,75.25,37.99,4830.78,82.78,72.99,-49.51,-50808.9,0.0,-49.51,49.51,Incorrect,No,Yes,Stop_Loss,1,1,-18072.96,3.33,975323.53,Bullish,Bearish,Loss,Yes
SIG_0224,Day_223,SELL,Strong,8.77,37.99,74.58,4407.19,41.79,36.85,96.31,0.0,96.31,0.0,96.31,Incorrect,Yes,No,Target_Hit,1,1,35154.91,3.33,975323.53,Bearish,Bullish,Profitable,Yes
